,train_size,loss,test_spearman,test_pearson,test_mse
3855,250,bradley_terry,0.839,0.396,2.933
3856,250,mse,0.761,0.365,0.963
3857,250,bradley_terry,0.854,0.376,1.515
3858,250,mse,0.739,0.425,0.878
3859,250,bradley_terry,0.865,0.370,3.897
3860,250,mse,0.604,0.400,0.934
3861,250,bradley_terry,0.944,0.441,15.475
3862,250,mse,0.783,0.430,0.849
3863,250,bradley_terry,0.848,0.375,1.448
3864,250,mse,0.716,0.416,0.833
3865,250,bradley_terry,0.847,0.398,1.501
3866,250,mse,0.454,0.357,0.969
3867,250,bradley_terry,0.875,0.378,3.697
3868,250,mse,0.873,0.637,0.603
3869,250,bradley_terry,0.807,0.341,0.902
3870,250,mse,0.741,0.408,0.960
3871,250,bradley_terry,0.867,0.386,3.607
3872,250,mse,0.805,0.762,0.424
3873,250,bradley_terry,0.893,0.393,5.443
3874,250,mse,0.853,0.720,0.527
3875,250,bradley_terry,0.869,0.370,5.575
3876,250,mse,0.808,0.367,1.006
3877,250,bradley_terry,0.862,0.349,5.522
3878,250,mse,0.795,0.394,0.954
3879,250,bradley_terry,0.886,0.347,16.072
3880,250,mse,0.723,0.477,0.816
3881,250,bradley_terry,0.848,0.366,1.171
3882,250,mse,0.754,0.406,0.981
3883,250,bradley_terry,0.859,0.395,1.308
3884,250,mse,0.604,0.410,0.973
3885,250,bradley_terry,0.870,0.355,3.760
3886,250,mse,0.746,0.440,0.976
3887,250,bradley_terry,0.837,0.377,0.936
3888,250,mse,0.766,0.394,0.969
3889,250,bradley_terry,0.865,0.381,3.990
3890,250,mse,0.869,0.700,0.512
3891,250,bradley_terry,0.877,0.367,4.110
3892,250,mse,0.610,0.415,0.842
3893,250,bradley_terry,0.891,0.398,5.017
3894,250,mse,0.844,0.692,0.599
3895,250,bradley_terry,0.859,0.365,1.371
3896,250,mse,0.794,0.562,0.686
3897,250,bradley_terry,0.860,0.391,1.757
3898,250,mse,0.768,0.773,0.429
3899,250,bradley_terry,0.838,0.359,1.024
3900,250,mse,0.706,0.418,0.863
3901,250,bradley_terry,0.848,0.365,0.992
3902,250,mse,0.727,0.431,0.815
3903,250,bradley_terry,0.966,0.453,16.376
3904,250,mse,0.840,0.748,0.479
3905,250,bradley_terry,0.876,0.372,4.491
3906,250,mse,0.854,0.755,0.432
3907,250,bradley_terry,0.870,0.378,7.551
3908,250,mse,0.782,0.416,0.937
3909,250,bradley_terry,0.868,0.357,3.217
3910,250,mse,0.682,0.456,0.803
3911,250,bradley_terry,0.949,0.435,19.089
3912,250,mse,0.629,0.398,0.861
3913,250,bradley_terry,0.874,0.382,4.691
3914,250,mse,0.797,0.656,0.673
3915,250,bradley_terry,0.869,0.363,6.055
3916,250,mse,0.614,0.386,0.939
3917,250,bradley_terry,0.872,0.362,8.141
3918,250,mse,0.667,0.413,0.933
3919,250,bradley_terry,0.865,0.371,3.922
3920,250,mse,0.729,0.690,0.530
3921,250,bradley_terry,0.868,0.356,12.208
3922,250,mse,0.705,0.429,0.851
3923,250,bradley_terry,0.875,0.352,6.270
3924,250,mse,0.744,0.607,0.638
3925,250,bradley_terry,0.875,0.380,4.631
3926,250,mse,0.679,0.404,0.960
3927,250,bradley_terry,0.905,0.406,5.913
3928,250,mse,0.824,0.563,0.749
3929,250,bradley_terry,0.874,0.338,13.809
3930,250,mse,0.630,0.685,0.535
3931,250,bradley_terry,0.829,0.371,1.212
3932,250,mse,0.696,0.424,0.830
3933,250,bradley_terry,0.981,0.428,40.543
3934,250,mse,0.710,0.424,0.862
3935,250,bradley_terry,0.869,0.365,4.859
3936,250,mse,0.677,0.531,0.730
3937,250,bradley_terry,0.978,0.421,21.522
3938,250,mse,0.719,0.491,0.817
3939,250,bradley_terry,0.962,0.452,10.315
3940,250,mse,0.582,0.402,0.939
3941,250,bradley_terry,0.829,0.398,1.003
3942,250,mse,0.765,0.382,0.945
3943,250,bradley_terry,0.883,0.361,5.818
3944,250,mse,0.725,0.737,0.458
3945,250,bradley_terry,0.867,0.383,4.993
3946,250,mse,0.762,0.841,0.325
3947,250,bradley_terry,0.954,0.410,16.463
3948,250,mse,0.707,0.428,0.828
3949,250,bradley_terry,0.869,0.360,4.713
3950,250,mse,0.600,0.408,0.843
3951,250,bradley_terry,0.843,0.381,1.024
3952,250,mse,0.751,0.428,0.870
3953,250,bradley_terry,0.871,0.361,10.948
3954,250,mse,0.811,0.459,0.843
3955,250,bradley_terry,0.963,0.408,48.674
3956,250,mse,0.685,0.624,0.614
3957,250,bradley_terry,0.832,0.365,1.412
3958,250,mse,0.840,0.649,0.663
3959,250,bradley_terry,0.879,0.390,4.761
3960,250,mse,0.765,0.746,0.537
3961,250,bradley_terry,0.847,0.368,1.122
3962,250,mse,0.759,0.422,0.966
3963,250,bradley_terry,0.869,0.361,6.825
3964,250,mse,0.808,0.687,0.555
3965,250,bradley_terry,0.859,0.376,2.012
3966,250,mse,0.725,0.718,0.486
3967,250,bradley_terry,0.870,0.374,5.624
3968,250,mse,0.659,0.409,0.932
3969,250,bradley_terry,0.864,0.355,5.547
3970,250,mse,0.762,0.433,0.959
3971,250,bradley_terry,0.884,0.380,5.452
3972,250,mse,0.757,0.395,0.874
3973,250,bradley_terry,0.866,0.339,5.298
3974,250,mse,0.778,0.623,0.653
3975,250,bradley_terry,0.873,0.336,6.074
3976,250,mse,0.629,0.405,0.947
3977,250,bradley_terry,0.869,0.362,4.592
3978,250,mse,0.803,0.579,0.679
3979,250,bradley_terry,0.838,0.394,0.984
3980,250,mse,0.810,0.729,0.470
3981,250,bradley_terry,0.818,0.405,0.839
3982,250,mse,0.792,0.759,0.436
3983,250,bradley_terry,0.848,0.380,1.015
3984,250,mse,0.675,0.424,0.908
3985,250,bradley_terry,0.830,0.370,0.944
3986,250,mse,0.789,0.713,0.501
3987,250,bradley_terry,0.864,0.351,9.936
3988,250,mse,0.814,0.536,0.762
3989,250,bradley_terry,0.945,0.418,8.668
3990,250,mse,0.835,0.759,0.444
3991,250,bradley_terry,0.940,0.424,33.227
3992,250,mse,0.619,0.409,0.963
3993,250,bradley_terry,0.863,0.356,3.908
3994,250,mse,0.661,0.406,0.951
3995,250,bradley_terry,0.871,0.339,5.873
3996,250,mse,0.804,0.578,0.679
3997,250,bradley_terry,0.881,0.377,5.546
3998,250,mse,0.759,0.417,0.930
3999,250,bradley_terry,0.877,0.392,8.810
4000,275,mse,0.871,0.709,0.530
4001,275,bradley_terry,0.994,0.444,116.341
4002,275,mse,0.696,0.735,0.466
4003,275,bradley_terry,0.838,0.370,1.062
4004,275,mse,0.763,0.733,0.510
4005,275,bradley_terry,0.837,0.369,1.023
4006,275,mse,0.661,0.683,0.561
4007,275,bradley_terry,0.855,0.377,1.526
4008,275,mse,0.866,0.668,0.558
4009,275,bradley_terry,0.784,0.336,0.998
4010,275,mse,0.732,0.821,0.354
4011,275,bradley_terry,0.983,0.433,29.985
4012,275,mse,0.773,0.727,0.473
4013,275,bradley_terry,0.970,0.453,22.465
4014,275,mse,0.856,0.827,0.323
4015,275,bradley_terry,0.864,0.357,4.922
4016,275,mse,0.682,0.503,0.757
4017,275,bradley_terry,0.871,0.345,5.239
4018,275,mse,0.658,0.407,0.910
4019,275,bradley_terry,0.802,0.403,0.958
4020,275,mse,0.760,0.812,0.348
4021,275,bradley_terry,0.871,0.355,4.221
4022,275,mse,0.780,0.428,0.851
4023,275,bradley_terry,0.992,0.433,129.745
4024,275,mse,0.703,0.418,0.827
4025,275,bradley_terry,0.871,0.363,6.102
4026,275,mse,0.720,0.657,0.616
4027,275,bradley_terry,0.858,0.391,2.234
4028,275,mse,0.619,0.815,0.344
4029,275,bradley_terry,0.868,0.355,4.232
4030,275,mse,0.750,0.737,0.458
4031,275,bradley_terry,0.810,0.375,1.076
4032,275,mse,0.744,0.402,0.861
4033,275,bradley_terry,0.966,0.400,71.021
4034,275,mse,0.734,0.422,0.928
4035,275,bradley_terry,0.866,0.362,6.524
4036,275,mse,0.789,0.423,0.867
4037,275,bradley_terry,0.871,0.345,7.745
4038,275,mse,0.703,0.425,0.824
4039,275,bradley_terry,0.867,0.357,3.781
4040,275,mse,0.745,0.779,0.409
4041,275,bradley_terry,0.833,0.364,1.324
4042,275,mse,0.698,0.430,0.924
4043,275,bradley_terry,0.865,0.378,3.557
4044,275,mse,0.813,0.712,0.494
4045,275,bradley_terry,0.812,0.339,1.014
4046,275,mse,0.643,0.380,0.957
4047,275,bradley_terry,0.984,0.429,37.872
4048,275,mse,0.836,0.810,0.366
4049,275,bradley_terry,0.994,0.440,68.938
4050,275,mse,0.715,0.411,0.837
4051,275,bradley_terry,0.882,0.320,10.334
4052,275,mse,0.799,0.734,0.464
4053,275,bradley_terry,0.877,0.374,3.833
4054,275,mse,0.732,0.855,0.445
4055,275,bradley_terry,0.993,0.446,94.028
4056,275,mse,0.644,0.415,0.945
4057,275,bradley_terry,0.951,0.446,8.046
4058,275,mse,0.710,0.404,0.889
4059,275,bradley_terry,0.993,0.434,75.070
4060,275,mse,0.730,0.432,0.914
4061,275,bradley_terry,0.994,0.462,60.444
4062,275,mse,0.611,0.404,0.866
4063,275,bradley_terry,0.997,0.464,175.456
4064,275,mse,0.769,0.797,0.364
4065,275,bradley_terry,0.986,0.468,58.355
4066,275,mse,0.878,0.728,0.512
4067,275,bradley_terry,0.868,0.366,3.800
4068,275,mse,0.667,0.491,0.772
4069,275,bradley_terry,0.967,0.432,42.057
4070,275,mse,0.774,0.712,0.545
4071,275,bradley_terry,0.822,0.355,1.159
4072,275,mse,0.768,0.403,0.868
4073,275,bradley_terry,0.950,0.425,15.464
4074,275,mse,0.824,0.723,0.479
4075,275,bradley_terry,0.987,0.455,42.191
4076,275,mse,0.855,0.809,0.400
4077,275,bradley_terry,0.984,0.440,39.282
4078,275,mse,0.748,0.417,0.837
4079,275,bradley_terry,0.986,0.420,59.583
4080,275,mse,0.678,0.424,0.875
4081,275,bradley_terry,0.842,0.373,1.046
4082,275,mse,0.803,0.818,0.362
4083,275,bradley_terry,0.808,0.392,1.263
4084,275,mse,0.836,0.689,0.530
4085,275,bradley_terry,0.866,0.361,5.568
4086,275,mse,0.848,0.771,0.435
4087,275,bradley_terry,0.865,0.383,2.773
4088,275,mse,0.736,0.407,0.882
4089,275,bradley_terry,0.858,0.369,2.605
4090,275,mse,0.697,0.801,0.359
4091,275,bradley_terry,0.831,0.383,0.965
4092,275,mse,0.581,0.400,0.928
4093,275,bradley_terry,0.872,0.382,3.200
4094,275,mse,0.808,0.713,0.506
4095,275,bradley_terry,0.858,0.393,2.099
4096,275,mse,0.849,0.784,0.396
4097,275,bradley_terry,0.870,0.353,5.055
4098,275,mse,0.744,0.638,0.601
4099,275,bradley_terry,0.951,0.457,9.077
4100,275,mse,0.572,0.839,0.388
4101,275,bradley_terry,0.958,0.467,16.849
4102,275,mse,0.739,0.738,0.463
4103,275,bradley_terry,0.986,0.468,38.674
4104,275,mse,0.718,0.421,0.948
4105,275,bradley_terry,0.990,0.419,69.778
4106,275,mse,0.666,0.396,0.973
4107,275,bradley_terry,0.858,0.378,1.443
4108,275,mse,0.779,0.812,0.379
4109,275,bradley_terry,0.878,0.384,4.073
4110,275,mse,0.667,0.406,0.920
4111,275,bradley_terry,0.989,0.452,69.088
4112,275,mse,0.714,0.425,0.875
4113,275,bradley_terry,0.990,0.430,237.590
4114,275,mse,0.700,0.846,0.290
4115,275,bradley_terry,0.824,0.393,0.915
4116,275,mse,0.827,0.706,0.552
4117,275,bradley_terry,0.848,0.368,1.215
4118,275,mse,0.875,0.712,0.556
4119,275,bradley_terry,0.836,0.403,1.029
4120,275,mse,0.690,0.423,0.861
4121,275,bradley_terry,0.993,0.432,537.621
4122,275,mse,0.708,0.430,0.907
4123,275,bradley_terry,0.868,0.377,5.751
4124,275,mse,0.734,0.737,0.502
4125,275,bradley_terry,0.866,0.350,4.930
4126,275,mse,0.585,0.407,0.847
4127,275,bradley_terry,0.863,0.361,5.619
4128,275,mse,0.796,0.674,0.559
4129,275,bradley_terry,0.977,0.464,37.556
4130,275,mse,0.711,0.400,0.953
4131,275,bradley_terry,0.878,0.380,4.396
4132,275,mse,0.722,0.429,0.934
4133,275,bradley_terry,0.877,0.362,11.964
4134,275,mse,0.856,0.760,0.424
4135,275,bradley_terry,0.984,0.436,73.017
4136,275,mse,0.722,0.426,0.820
4137,275,bradley_terry,0.866,0.324,6.053
4138,275,mse,0.753,0.430,0.914
4139,275,bradley_terry,0.931,0.372,9.512
4140,275,mse,0.755,0.410,0.929
4141,275,bradley_terry,0.870,0.363,4.373
4142,275,mse,0.815,0.753,0.435
4143,275,bradley_terry,0.868,0.370,5.008
4144,275,mse,0.677,0.576,0.675
4145,275,bradley_terry,0.873,0.381,5.001
4146,275,mse,0.643,0.409,0.961
4147,275,bradley_terry,0.870,0.363,6.079
4148,275,mse,0.689,0.485,0.777
4149,275,bradley_terry,0.868,0.368,4.463
4150,275,mse,0.667,0.677,0.763
4151,275,bradley_terry,0.844,0.376,1.961
4152,275,mse,0.815,0.634,0.690
4153,275,bradley_terry,0.864,0.369,5.563
4154,275,mse,0.828,0.683,0.628
4155,275,bradley_terry,0.833,0.371,1.689
4156,275,mse,0.861,0.651,0.665
4157,275,bradley_terry,0.817,0.343,1.037
4158,275,mse,0.785,0.417,0.924
4159,275,bradley_terry,0.870,0.345,4.746
4160,275,mse,0.765,0.793,0.425
4161,275,bradley_terry,0.823,0.351,1.008
4162,275,mse,0.670,0.541,0.723
4163,275,bradley_terry,0.990,0.444,63.233
4164,275,mse,0.808,0.754,0.448
4165,275,bradley_terry,0.982,0.440,33.063
4166,275,mse,0.873,0.800,0.363
4167,275,bradley_terry,0.984,0.471,53.285
4168,275,mse,0.843,0.727,0.544
4169,275,bradley_terry,0.984,0.406,96.458
4170,275,mse,0.830,0.718,0.490
4171,275,bradley_terry,0.950,0.417,9.456
4172,275,mse,0.810,0.707,0.507
4173,275,bradley_terry,0.832,0.379,1.665
4174,275,mse,0.699,0.443,0.814
4175,275,bradley_terry,0.987,0.453,42.784
4176,275,mse,0.692,0.432,0.874
4177,275,bradley_terry,0.853,0.379,1.020
4178,275,mse,0.793,0.718,0.505
4179,275,bradley_terry,0.869,0.342,7.488
4180,275,mse,0.591,0.403,0.851
4181,275,bradley_terry,0.859,0.328,6.182
4182,275,mse,0.695,0.407,0.854
4183,275,bradley_terry,0.944,0.405,75.150
4184,275,mse,0.651,0.420,0.927
4185,275,bradley_terry,0.881,0.366,6.034
4186,275,mse,0.738,0.392,0.943
4187,275,bradley_terry,0.835,0.386,1.507
4188,275,mse,0.787,0.779,0.409
4189,275,bradley_terry,0.851,0.392,2.567
4190,275,mse,0.854,0.742,0.453
4191,275,bradley_terry,0.987,0.426,169.842
4192,275,mse,0.663,0.808,0.352
4193,275,bradley_terry,0.816,0.388,1.162
4194,275,mse,0.731,0.426,0.892
4195,275,bradley_terry,0.868,0.378,3.269
4196,275,mse,0.761,0.589,0.653
4197,275,bradley_terry,0.875,0.381,4.179
4198,275,mse,0.687,0.389,0.877
4199,275,bradley_terry,0.962,0.469,9.551
4200,275,mse,0.738,0.433,0.816
4201,275,bradley_terry,0.996,0.429,200.319
4202,275,mse,0.806,0.813,0.520
4203,275,bradley_terry,0.793,0.403,0.935
4204,275,mse,0.659,0.353,0.997
4205,275,bradley_terry,0.872,0.351,4.111
4206,275,mse,0.730,0.424,0.907
4207,275,bradley_terry,0.844,0.382,0.973
4208,275,mse,0.755,0.712,0.514
4209,275,bradley_terry,0.869,0.347,11.687
4210,275,mse,0.815,0.823,0.369
4211,275,bradley_terry,0.872,0.381,5.209
4212,275,mse,0.800,0.761,0.421
4213,275,bradley_terry,0.866,0.374,3.167
4214,275,mse,0.640,0.404,0.940
4215,275,bradley_terry,0.850,0.378,1.235
4216,275,mse,0.783,0.618,0.620
4217,275,bradley_terry,0.823,0.355,1.001
4218,275,mse,0.736,0.574,0.679
4219,275,bradley_terry,0.866,0.368,5.405
4220,275,mse,0.680,0.402,0.889
4221,275,bradley_terry,0.872,0.347,4.829
4222,275,mse,0.722,0.765,0.416
4223,275,bradley_terry,0.840,0.392,1.272
4224,275,mse,0.733,0.690,0.539
4225,275,bradley_terry,0.804,0.393,0.880
4226,275,mse,0.701,0.837,0.309
4227,275,bradley_terry,0.982,0.426,121.835
4228,275,mse,0.710,0.393,0.948
4229,275,bradley_terry,0.866,0.347,11.188
4230,275,mse,0.855,0.696,0.568
4231,275,bradley_terry,0.988,0.423,54.309
4232,275,mse,0.865,0.784,0.391
4233,275,bradley_terry,0.867,0.347,5.910
4234,275,mse,0.763,0.847,0.313
4235,275,bradley_terry,0.846,0.406,1.276
4236,275,mse,0.779,0.754,0.449
4237,275,bradley_terry,0.869,0.332,7.673
4238,275,mse,0.858,0.801,0.363
4239,275,bradley_terry,0.965,0.406,36.437
4240,275,mse,0.772,0.825,0.328
4241,275,bradley_terry,0.870,0.346,6.431
4242,275,mse,0.827,0.757,0.448
4243,275,bradley_terry,0.995,0.448,40.597
4244,275,mse,0.807,0.815,0.345
4245,275,bradley_terry,0.836,0.394,1.175
4246,275,mse,0.605,0.414,0.905
4247,275,bradley_terry,0.849,0.391,1.744
4248,275,mse,0.795,0.742,0.458
4249,275,bradley_terry,0.954,0.391,30.958
4250,275,mse,0.845,0.687,0.562
4251,275,bradley_terry,0.869,0.399,4.694
4252,275,mse,0.774,0.771,0.408
4253,275,bradley_terry,0.981,0.464,25.464
4254,275,mse,0.815,0.796,0.390
4255,275,bradley_terry,0.943,0.431,14.706
4256,275,mse,0.764,0.692,0.521
4257,275,bradley_terry,0.864,0.362,4.326
4258,275,mse,0.824,0.734,0.526
4259,275,bradley_terry,0.971,0.499,28.264
4260,275,mse,0.784,0.770,0.495
4261,275,bradley_terry,0.954,0.407,14.930
4262,275,mse,0.850,0.779,0.407
4263,275,bradley_terry,0.965,0.449,21.778
4264,275,mse,0.791,0.821,0.348
4265,275,bradley_terry,0.870,0.351,19.608
4266,275,mse,0.835,0.780,0.398
4267,275,bradley_terry,0.829,0.389,1.187
4268,275,mse,0.586,0.388,0.935
4269,275,bradley_terry,0.853,0.364,1.612
4270,275,mse,0.749,0.708,0.500
4271,275,bradley_terry,0.965,0.440,15.223
4272,275,mse,0.846,0.715,0.489
4273,275,bradley_terry,0.870,0.383,3.763
4274,275,mse,0.659,0.894,0.285
4275,275,bradley_terry,0.994,0.417,128.324
4276,275,mse,0.758,0.814,0.349
4277,275,bradley_terry,0.987,0.455,43.823
4278,275,mse,0.781,0.426,0.930
4279,275,bradley_terry,0.871,0.334,6.474
4280,275,mse,0.835,0.696,0.540
4281,275,bradley_terry,0.945,0.420,12.549
4282,275,mse,0.725,0.431,0.908
4283,275,bradley_terry,0.812,0.384,0.957
4284,275,mse,0.682,0.844,0.325
4285,275,bradley_terry,0.990,0.413,124.567
4286,275,mse,0.648,0.867,0.263
4287,275,bradley_terry,0.844,0.399,1.218
4288,275,mse,0.794,0.423,0.884
4289,275,bradley_terry,0.874,0.345,4.208
4290,275,mse,0.720,0.406,0.951
4291,275,bradley_terry,0.996,0.434,209.178
4292,275,mse,0.645,0.400,0.919
4293,275,bradley_terry,0.795,0.377,0.963
4294,275,mse,0.807,0.719,0.556
4295,275,bradley_terry,0.976,0.424,25.281
4296,275,mse,0.810,0.468,0.783
4297,275,bradley_terry,0.945,0.405,27.338
4298,275,mse,0.700,0.834,0.304
4299,275,bradley_terry,0.834,0.404,1.198
4300,275,mse,0.684,0.423,0.886
4301,275,bradley_terry,0.988,0.435,50.669
4302,275,mse,0.749,0.893,0.288
4303,275,bradley_terry,0.994,0.449,72.700
4304,275,mse,0.764,0.808,0.362
4305,275,bradley_terry,0.831,0.380,1.146
4306,275,mse,0.827,0.851,0.276
4307,275,bradley_terry,0.988,0.448,388.874
4308,275,mse,0.700,0.442,0.951
4309,275,bradley_terry,0.871,0.356,11.049
4310,275,mse,0.796,0.841,0.314
4311,275,bradley_terry,0.837,0.374,1.549
4312,275,mse,0.577,0.402,0.934
4313,275,bradley_terry,0.985,0.452,41.789
4314,275,mse,0.659,0.428,0.828
4315,275,bradley_terry,0.972,0.446,21.610
4316,275,mse,0.738,0.612,0.691
4317,275,bradley_terry,0.869,0.383,4.425
4318,275,mse,0.775,0.724,0.478
4319,275,bradley_terry,0.867,0.371,2.893
4320,275,mse,0.724,0.415,0.835
4321,275,bradley_terry,0.942,0.409,7.130
4322,275,mse,0.742,0.847,0.287
4323,275,bradley_terry,0.820,0.385,0.878
4324,275,mse,0.857,0.784,0.390
4325,275,bradley_terry,0.976,0.455,25.200
4326,275,mse,0.717,0.458,0.800
4327,275,bradley_terry,0.868,0.379,5.857
4328,275,mse,0.848,0.833,0.397
4329,275,bradley_terry,0.856,0.377,1.165
4330,275,mse,0.757,0.636,0.595
4331,275,bradley_terry,0.826,0.400,0.984
4332,275,mse,0.673,0.418,0.925
4333,275,bradley_terry,0.869,0.361,3.739
4334,275,mse,0.839,0.696,0.572
4335,275,bradley_terry,0.869,0.374,5.084
4336,275,mse,0.747,0.702,0.569
4337,275,bradley_terry,0.864,0.377,4.254
4338,275,mse,0.760,0.810,0.344
4339,275,bradley_terry,0.995,0.424,67.650
4340,275,mse,0.724,0.408,0.930
4341,275,bradley_terry,0.878,0.340,9.121
4342,275,mse,0.734,0.831,0.351
4343,275,bradley_terry,0.876,0.385,5.215
4344,275,mse,0.827,0.794,0.461
4345,275,bradley_terry,0.813,0.381,1.044
4346,275,mse,0.743,0.468,0.781
4347,275,bradley_terry,0.990,0.451,53.546
4348,275,mse,0.647,0.384,0.957
4349,275,bradley_terry,0.991,0.438,96.028
4350,275,mse,0.605,0.400,0.952
4351,275,bradley_terry,0.962,0.416,18.103
4352,275,mse,0.733,0.416,0.839
4353,275,bradley_terry,0.866,0.346,14.501
4354,275,mse,0.701,0.416,0.941
4355,275,bradley_terry,0.992,0.445,101.464
4356,275,mse,0.854,0.810,0.344
4357,275,bradley_terry,0.866,0.408,4.384
4358,275,mse,0.778,0.782,0.389
4359,275,bradley_terry,0.869,0.364,3.737
4360,275,mse,0.698,0.421,0.922
4361,275,bradley_terry,0.826,0.383,1.390
4362,275,mse,0.734,0.768,0.444
4363,275,bradley_terry,0.870,0.386,3.726
4364,275,mse,0.791,0.717,0.537
4365,275,bradley_terry,0.840,0.356,1.015
4366,275,mse,0.751,0.417,0.872
4367,275,bradley_terry,0.986,0.445,52.284
4368,275,mse,0.692,0.429,0.903
4369,275,bradley_terry,0.877,0.380,5.610
4370,275,mse,0.834,0.875,0.241
4371,275,bradley_terry,0.869,0.377,3.371
4372,275,mse,0.802,0.815,0.351
4373,275,bradley_terry,0.870,0.397,4.088
4374,275,mse,0.737,0.433,0.858
4375,275,bradley_terry,0.983,0.422,73.418
4376,275,mse,0.647,0.420,0.840
4377,275,bradley_terry,0.875,0.345,8.751
4378,275,mse,0.797,0.746,0.458
4379,275,bradley_terry,0.987,0.445,64.962
4380,275,mse,0.834,0.671,0.603
4381,275,bradley_terry,0.868,0.337,11.960
4382,275,mse,0.757,0.834,0.311
4383,275,bradley_terry,0.869,0.396,4.467
4384,275,mse,0.770,0.801,0.375
4385,275,bradley_terry,0.854,0.374,1.429
4386,275,mse,0.811,0.808,0.366
4387,275,bradley_terry,0.995,0.427,89.385
4388,275,mse,0.828,0.414,0.932
4389,275,bradley_terry,0.871,0.353,4.127
4390,275,mse,0.814,0.741,0.494
4391,275,bradley_terry,0.956,0.456,9.362
4392,275,mse,0.795,0.798,0.378
4393,275,bradley_terry,0.863,0.382,2.021
4394,275,mse,0.788,0.789,0.379
4395,275,bradley_terry,0.840,0.375,1.275
4396,275,mse,0.527,0.369,0.981
4397,275,bradley_terry,0.840,0.379,1.229
4398,275,mse,0.672,0.425,0.840
4399,275,bradley_terry,0.869,0.343,4.162
4400,300,mse,0.775,0.760,0.497
4401,300,bradley_terry,0.837,0.379,1.470
4402,300,mse,0.762,0.832,0.445
4403,300,bradley_terry,0.871,0.359,5.045
4404,300,mse,0.771,0.747,0.464
4405,300,bradley_terry,0.870,0.349,5.175
4406,300,mse,0.820,0.731,0.518
4407,300,bradley_terry,0.829,0.383,1.007
4408,300,mse,0.710,0.833,0.506
4409,300,bradley_terry,0.852,0.367,2.170
4410,300,mse,0.758,0.437,0.817
4411,300,bradley_terry,0.848,0.379,1.631
4412,300,mse,0.659,0.430,0.817
4413,300,bradley_terry,0.820,0.412,0.886
4414,300,mse,0.822,0.830,0.329
4415,300,bradley_terry,0.984,0.421,60.048
4416,300,mse,0.750,0.433,0.835
4417,300,bradley_terry,0.836,0.399,1.063
4418,300,mse,0.754,0.425,0.850
4419,300,bradley_terry,0.870,0.359,5.698
4420,300,mse,0.847,0.742,0.451
4421,300,bradley_terry,0.990,0.460,37.791
4422,300,mse,0.865,0.799,0.404
4423,300,bradley_terry,0.870,0.370,4.420
4424,300,mse,0.787,0.821,0.340
4425,300,bradley_terry,0.874,0.367,4.117
4426,300,mse,0.667,0.412,0.910
4427,300,bradley_terry,0.873,0.347,7.391
4428,300,mse,0.725,0.680,0.603
4429,300,bradley_terry,0.996,0.447,160.681
4430,300,mse,0.710,0.420,0.838
4431,300,bradley_terry,0.870,0.362,6.972
4432,300,mse,0.672,0.415,0.924
4433,300,bradley_terry,0.872,0.365,10.355
4434,300,mse,0.649,0.422,0.826
4435,300,bradley_terry,0.859,0.389,1.425
4436,300,mse,0.777,0.850,0.282
4437,300,bradley_terry,0.990,0.451,42.010
4438,300,mse,0.759,0.827,0.317
4439,300,bradley_terry,0.867,0.331,6.874
4440,300,mse,0.726,0.434,0.931
4441,300,bradley_terry,0.867,0.341,13.135
4442,300,mse,0.734,0.428,0.871
4443,300,bradley_terry,0.866,0.380,4.813
4444,300,mse,0.726,0.860,0.301
4445,300,bradley_terry,0.849,0.388,2.292
4446,300,mse,0.737,0.402,0.969
4447,300,bradley_terry,0.872,0.355,10.113
4448,300,mse,0.701,0.413,0.925
4449,300,bradley_terry,0.845,0.380,2.035
4450,300,mse,0.849,0.676,0.579
4451,300,bradley_terry,0.963,0.451,31.345
4452,300,mse,0.641,0.402,0.941
4453,300,bradley_terry,0.878,0.358,3.756
4454,300,mse,0.771,0.822,0.334
4455,300,bradley_terry,0.994,0.438,332.433
4456,300,mse,0.750,0.733,0.466
4457,300,bradley_terry,0.956,0.393,80.461
4458,300,mse,0.797,0.780,0.432
4459,300,bradley_terry,0.869,0.343,7.259
4460,300,mse,0.748,0.435,0.889
4461,300,bradley_terry,0.848,0.386,1.196
4462,300,mse,0.862,0.879,0.275
4463,300,bradley_terry,0.977,0.440,23.259
4464,300,mse,0.683,0.432,0.818
4465,300,bradley_terry,0.980,0.423,110.555
